date,day,departure_time,arrival_time,airline,flight_time,seat_class,price,mark_url
617,토,1115,1225,아시아나항공,1시간 10분,일반석,134900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1130,1230,제주항공,1시간 00분,일반석,121400,https://vertical.pstatic.net/vertical/static/flight/airlines/7C.png
617,토,1130,1230,제주항공,1시간 00분,할인석,125400,https://vertical.pstatic.net/vertical/static/flight/airlines/7C.png
617,토,1130,1240,대한항공,1시간 10분,일반석,131900,https://vertical.pstatic.net/vertical/static/flight/airlines/KE.png
617,토,1140,1250,이스타항공,1시간 10분,할인석,97800,https://vertical.pstatic.net/vertical/static/flight/airlines/ZE.png
617,토,1140,1250,이스타항공,1시간 10분,일반석,121800,https://vertical.pstatic.net/vertical/static/flight/airlines/ZE.png
617,토,1145,1255,티웨이항공,1시간 10분,일반석,118800,https://vertical.pstatic.net/vertical/static/flight/airlines/TW.png
617,토,1150,1305,아시아나항공,1시간 15분,할인석,116900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1150,1305,아시아나항공,1시간 15분,일반석,134900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1150,1305,아시아나항공,1시간 15분,비즈니스석,171900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1155,1305,대한항공,1시간 10분,할인석,120900,https://vertical.pstatic.net/vertical/static/flight/airlines/KE.png
617,토,1215,1335,제주항공,1시간 20분,일반석,121400,https://vertical.pstatic.net/vertical/static/flight/airlines/7C.png
617,토,1215,1335,제주항공,1시간 20분,할인석,125400,https://vertical.pstatic.net/vertical/static/flight/airlines/7C.png
617,토,1220,1335,아시아나항공,1시간 15분,할인석,104900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1220,1335,아시아나항공,1시간 15분,일반석,134900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1225,1335,아시아나항공,1시간 10분,할인석,110900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1225,1335,아시아나항공,1시간 10분,일반석,134900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1225,1335,아시아나항공,1시간 10분,비즈니스석,191900,https://vertical.pstatic.net/vertical/static/flight/airlines/OZ.png
617,토,1240,1350,대한항공,1시간 10분,할인석,108900,https://vertical.pstatic.net/vertical/static/flight/airlines/KE.png
617,토,1240,1345,제주항공,1시간 05분,일반석,121400,https://vertical.pstatic.net/vertical/static/flight/airlines/7C.png
617,토,1240,1345,제주항공,1시간 05분,할인석,125400,https://vertical.pstatic.net/vertical/static/flight/airlines/7C.png
